CustomerID,Recency,Monetary,Cluster
C8512820,30,35.88,0
C2413028,30,45.0,0
C8515852,54,50.0,0
C6194662,27,97.0,0
C6637471,27,50.0,0
C2920536,25,30.0,0
C8967313,26,104.0,0
C5227392,26,70.0,0
C6624785,26,31.0,0
C5812633,26,25.0,0
C4438837,26,49.0,0
C1117946,25,115.0,0
C1135063,30,20.0,0
C6920814,26,57.0,0
C2631958,27,153.04,0
C8229655,27,153.01,0
C2333890,27,42.0,0
C8695326,27,100.0,0
C2224121,22,124.0,0
C7128580,22,85.73,0
C6331443,30,16.72,0
C7123382,25,138.0,0
C3642584,25,47.0,0
C3336035,30,100.0,0
C2450616,30,150.0,0
C4632683,30,18.0,0
C9071233,30,50.0,0
C4112149,29,148.0,0
C5125672,27,90.0,0
C6328013,27,6.48,0
C9013762,25,69.0,0
C1938078,25,102.0,0
C4438116,25,127.0,0
C8025028,26,35.35,0
C8956457,26,100.0,0
C2513144,29,100.0,0
C8026112,29,107.0,0
C3538879,26,150.0,0
C4625167,26,10.0,0
C7623267,26,137.0,0
C4219173,26,32.0,0
C4616518,26,95.0,0
C8639845,22,60.0,0
C5223391,25,50.0,0
C2029716,30,10.0,0
C1198058,25,42.0,0
C8028889,26,50.0,0
C2418534,30,99.0,0
C7188215,26,50.0,0
C6093960,30,32.0,0
C8541720,27,40.0,0
C6417686,30,130.0,0
C8334264,27,8.2,0
C8023131,25,100.0,0
C1912954,25,12.0,0
C8726481,26,96.0,0
C7775345,26,85.0,0
C8239722,26,40.0,0
C7924454,26,50.0,0
C3326184,26,35.0,0
C8018376,26,149.0,0
C7971235,29,20.0,0
C7521016,25,148.0,0
C3811226,29,20.0,0
C2931248,26,57.0,0
C3332090,26,93.0,0
C5711936,25,102.36,0
C6042549,30,107.0,0
C7828759,27,59.0,0
C4825471,26,19.0,0
C5540769,27,10.0,0
C7220260,26,31.0,0
C1916819,26,17.0,0
C8736255,26,133.0,0
C2082127,30,62.0,0
C8114687,26,47.0,0
C8020271,22,17.0,0
C8535919,30,50.0,0
C6723084,25,50.0,0
C4085671,25,120.0,0
C4138630,30,30.0,0
C4134381,30,44.0,0
C4567775,27,38.0,0
C5936812,26,50.0,0
C8029053,27,17.0,0
C8619883,26,100.0,0
C4826662,26,50.0,0
C1111325,30,30.0,0
C4065338,30,113.0,0
C8521768,26,31.0,0
C7540818,26,50.0,0
C3815472,26,25.0,0
C5610691,26,100.0,0
C8114231,26,60.0,0
C8829428,29,140.0,0
C2835458,26,90.0,0
C7662965,26,27.0,0
C8832787,27,24.0,0
C4742442,26,57.0,0
C6620383,27,106.0,0
C6238235,22,50.0,0
C4216549,22,80.0,0
C7741064,25,100.0,0
C6210876,26,50.0,0
C8613219,30,100.0,0
C7631063,25,17.0,0
C2520880,30,100.86,0
C4720111,27,100.0,0
C5490834,30,25.0,0
C8920814,25,109.0,0
C1268658,27,61.0,0
C6640969,30,50.0,0
C8417140,25,74.9,0
C9024227,27,75.0,0
C4212764,26,50.0,0
C3727977,26,50.0,0
C3625852,26,65.0,0
C3925851,29,100.0,0
C6730346,25,25.0,0
C6031682,25,100.0,0
C2541270,27,102.0,0
C4141284,26,151.0,0
C6922013,27,70.0,0
C2815581,27,135.0,0
C1917176,25,76.07,0
C6813973,25,30.0,0
C2768566,22,53.74,0
C8518679,25,115.0,0
C3827226,30,50.0,0
C5563954,25,115.0,0
C2537615,30,100.0,0
C3933180,30,152.07,0
C3437686,30,100.0,0
C7534668,30,50.0,0
C4529857,27,138.0,0
C8630171,30,96.0,0
C1028655,26,151.0,0
C1817511,26,52.0,0
C5310317,29,107.0,0
C5415729,29,25.0,0
C2442654,26,90.0,0
C8430975,26,24.0,0
C3037111,27,29.0,0
C7584023,25,99.0,0
C5928020,26,11.0,0
C4963856,25,32.0,0
C1116037,27,100.0,0
C3680938,27,46.0,0
C2520413,26,60.0,0
C7916272,26,26.0,0
C3837531,25,94.0,0
C6414781,30,40.0,0
C1934165,25,100.0,0
C8922066,30,25.0,0
C8660579,30,120.0,0
C2931526,27,150.0,0
C6532166,27,100.0,0
C8938334,25,99.0,0
C6393771,25,100.0,0
C1778735,26,116.0,0
C9023388,26,50.0,0
C9029071,29,60.0,0
C6895166,26,26.0,0
C2032611,25,20.0,0
C5824271,30,26.0,0
C6930513,26,50.0,0
C2942180,26,150.0,0
C9012036,27,150.0,0
C5419322,25,10.0,0
C2727764,27,100.0,0
C5321413,27,10.0,0
C4359043,27,140.0,0
C6319146,27,140.15,0
C2355978,30,2.0,0
C5133471,30,36.0,0
C8022813,30,104.0,0
C4841785,30,20.0,0
C6411440,30,100.0,0
C7727857,27,23.0,0
C1117564,30,50.0,0
C7530877,27,50.0,0
C6537280,26,30.0,0
C4719871,25,30.0,0
C8925270,26,107.8,0
C2961948,26,20.0,0
C6042530,26,126.0,0
C3137318,26,2.92,0
C7716446,29,100.0,0
C2633933,29,150.0,0
C5552770,29,100.0,0
C4727163,26,30.0,0
C7116955,25,70.0,0
C8795112,26,58.06,0
C5735790,25,87.0,0
C2731785,26,140.0,0
C1425121,27,110.61,0
C8035455,26,80.0,0
C8337989,27,104.0,0
C5827642,30,45.0,0
C6437941,25,145.0,0
C8851433,25,50.0,0
C5631025,30,75.0,0
C2997837,30,90.0,0
C4734114,25,50.0,0
C6512461,27,50.0,0
C8354954,25,100.0,0
C2667833,27,100.0,0
C5676360,30,30.0,0
C2636614,25,112.0,0
C3470430,26,21.0,0
C5123545,26,20.0,0
C3499981,26,30.0,0
C8193986,26,17.0,0
C7931337,29,25.0,0
C4266073,26,64.49,0
C7216426,26,20.0,0
C5933624,27,135.1,0
C1329778,27,148.0,0
C8336059,26,50.0,0
C3796056,27,93.0,0
C4421073,27,50.0,0
C7819416,22,1.0,0
C7182419,26,100.0,0
C3740542,22,50.0,0
C8529021,30,100.0,0
C5752891,25,50.0,0
C1436074,25,50.0,0
C7514680,25,1.0,0
C8180376,30,16.0,0
C7642464,25,110.0,0
C2942254,30,100.0,0
C9020532,27,136.0,0
C1224669,26,76.0,0
C3312142,29,154.0,0
C5717792,26,150.0,0
C4123734,26,135.0,0
C6134389,25,70.0,0
C7721851,25,120.0,0
C8236651,26,100.0,0
C2852184,25,100.0,0
C1699882,30,45.0,0
C7720575,27,50.0,0
C7626711,26,100.0,0
C4924634,29,100.0,0
C5630374,29,80.0,0
C6736229,25,70.0,0
C7083215,30,100.0,0
C7320831,26,135.0,0
C8469070,25,48.0,0
C7699427,27,20.0,0
C7511863,25,50.0,0
C5329785,25,140.0,0
C7540561,30,140.0,0
C5716468,25,100.0,0
C5133225,25,22.0,0
C4722359,26,20.0,0
C8826677,26,35.0,0
C1488623,30,147.0,0
C2232432,25,50.0,0
C5120016,27,140.0,0
C5535182,25,35.0,0
C8135288,30,110.0,0
C2639329,26,85.0,0
C1440313,26,10.0,0
C7919169,26,50.0,0
C6633741,26,147.0,0
C3021039,26,30.0,0
C7539155,29,53.0,0
C4231422,29,30.0,0
C5611064,29,135.0,0
C4318560,27,29.0,0
C5138086,25,84.0,0
C1316279,26,10.0,0
C5712241,22,27.0,0
C7035569,22,150.0,0
C1426744,30,100.0,0
C3715118,30,85.0,0
C1932826,25,40.0,0
C3536170,30,146.0,0
C7729669,30,107.41,0
C3066013,30,110.45,0
C7711464,27,100.0,0
C6011275,25,30.0,0
C3092881,27,6.52,0
C6553665,27,100.0,0
C8313732,26,11.0,0
C6190350,26,96.0,0
C6537742,26,140.0,0
C4214112,26,44.0,0
C8036438,26,1.0,0
C1411217,26,93.0,0
C8438163,29,50.0,0
C5129979,25,60.0,0
C5346875,26,44.0,0
C3239377,27,110.0,0
C5623670,27,144.55,0
C1333813,26,59.0,0
C3788313,22,100.0,0
C9041055,26,36.0,0
C4912885,25,10.0,0
C6033678,25,50.0,0
C4031620,30,13.0,0
C8449727,27,100.0,0
C1740139,30,142.0,0
C5720331,30,1.0,0
C1425820,30,36.0,0
C7142724,27,99.0,0
C7233668,30,1.0,0
C5816511,25,1.32,0
C7520029,27,50.0,0
C8324876,27,90.0,0
C1533739,25,100.0,0
C7622350,27,20.0,0
C2740345,25,10.0,0
C5135113,26,20.0,0
C5622468,26,35.0,0
C8638577,26,147.0,0
C8332312,29,70.0,0
C3732690,29,30.0,0
C6531761,29,10.0,0
C4141036,29,50.0,0
C6036488,25,69.0,0
C1733260,27,150.0,0
C5423989,26,68.0,0
C1663829,26,100.0,0
C4628914,26,50.0,0
C3935852,26,64.0,0
C2019024,27,101.0,0
C5637981,27,155.0,0
C3331412,26,100.85,0
C3751145,22,100.0,0
C4720781,22,126.28,0
C1310016,26,131.04,0
C2926692,22,150.0,0
C5518612,30,100.0,0
C1014190,30,50.0,0
C2233035,30,49.0,0
C1460050,26,27.0,0
C4111623,26,140.0,0
C1510660,26,150.0,0
C4121026,26,30.0,0
C1929252,26,90.0,0
C6320218,29,150.0,0
C1219741,25,30.0,0
C2333819,25,90.0,0
C2221866,26,100.0,0
C9082751,30,9.0,0
C1731351,26,71.0,0
C1067677,26,100.0,0
C4625882,26,14.0,0
C6527811,22,7.38,0
C3329827,25,11.7,0
C1913471,30,15.0,0
C7385588,25,147.0,0
C2122927,25,100.0,0
C3837152,30,100.0,0
C7316928,27,17.0,0
C3795586,30,1.0,0
C3616485,25,110.0,0
C5033161,26,33.77,0
C1036149,26,40.0,0
C4831127,27,10.1,0
C5022155,26,11.0,0
C8436689,26,100.0,0
C5116458,26,100.0,0
C3812876,29,108.0,0
C2640090,30,10.0,0
C3453673,27,112.0,0
C5823434,26,50.0,0
C8665712,27,100.0,0
C5513422,27,40.0,0
C8120075,27,119.0,0
C6159967,26,2.0,0
C5012986,27,100.0,0
C6321333,26,8.94,0
C5635112,22,100.0,0
C4127711,25,147.0,0
C3129263,25,15.0,0
C1430723,25,53.0,0
C8539278,26,89.0,0
C8631044,30,91.8,0
C1424376,30,60.0,0
C8840545,25,150.0,0
C8069052,30,100.0,0
C4549119,25,104.0,0
C7218257,30,50.0,0
C7551385,27,100.0,0
C7226692,25,50.0,0
C6731037,26,150.0,0
C4117247,27,121.0,0
C1535786,26,50.0,0
C9017619,26,100.0,0
C5323543,26,120.0,0
C8026168,26,20.0,0
C5137961,29,45.0,0
C7030424,25,20.0,0
C7231755,26,140.0,0
C5542639,26,20.0,0
C6412085,27,38.0,0
C5635755,26,40.0,0
C7638931,26,100.0,0
C5619320,22,20.0,0
C3813729,22,133.8,0
C1814689,22,145.0,0
C7224812,30,97.0,0
C2161837,30,156.0,0
C4213481,25,38.0,0
C8357614,30,44.0,0
C1571779,30,114.0,0
C4615558,25,146.0,0
C3977535,30,111.0,0
C1795767,30,60.0,0
C2215154,30,50.0,0
C2213524,52,160.0,0
C3318088,27,125.0,0
C1925454,27,142.0,0
C3653360,27,150.0,0
C2524626,25,100.0,0
C6831919,27,100.85,0
C3819232,25,154.0,0
C2034225,27,100.0,0
C7016655,26,42.0,0
C2217239,26,156.0,0
C1127361,26,20.0,0
C2430416,26,110.0,0
C6723833,26,153.0,0
C5338054,26,114.98,0
C6332579,26,20.0,0
C1336755,29,23.0,0
C1015169,26,50.0,0
C2110047,26,30.0,0
C8121069,26,147.0,0
C8239922,27,17.0,0
C4636046,27,100.0,0
C6720692,27,50.0,0
C6637963,26,100.0,0
C4219753,25,98.0,0
C6242178,26,147.0,0
C8523953,25,10.0,0
C6131891,25,123.0,0
C6628625,26,30.0,0
C7433363,30,25.0,0
C7022571,26,100.0,0
C3742564,30,35.0,0
C7024057,30,95.0,0
C6634022,30,35.0,0
C7913454,25,30.0,0
C3533527,30,25.0,0
C8614955,30,57.0,0
C4528833,27,152.0,0
C7537237,27,50.0,0
C4732536,27,64.36,0
C3528080,30,20.0,0
C6080140,25,10.0,0
C7121189,26,70.0,0
C2134548,25,50.0,0
C4239725,25,70.0,0
C7512791,26,30.0,0
C4038164,26,10.0,0
C6534319,26,115.0,0
C7832526,26,120.0,0
C7715377,26,100.0,0
C2740883,29,100.0,0
C8040244,29,40.84,0
C4134453,29,137.0,0
C2720556,29,30.0,0
C7816759,30,120.0,0
C3018447,26,100.0,0
C4938480,27,123.0,0
C7311220,25,70.0,0
C2091751,25,123.0,0
C2124281,25,100.0,0
C1526818,30,43.0,0
C7928053,25,82.79,0
C2067178,25,100.0,0
C7029269,25,131.35,0
C1169382,25,20.0,0
C3119774,25,30.0,0
C9032444,30,49.0,0
C3339050,27,85.0,0
C3114976,30,139.0,0
C5684346,27,147.0,0
C8327527,25,50.0,0
C3929155,26,100.0,0
C6640727,25,25.0,0
C2640858,25,10.0,0
C5225262,26,146.0,0
C7714077,26,50.0,0
C7532246,26,149.0,0
C5033677,26,28.0,0
C6090887,26,50.0,0
C5033683,26,10.0,0
C3212439,25,50.0,0
C3627892,26,79.0,0
C5330978,25,70.0,0
C8412665,26,50.0,0
C2728464,26,10.0,0
C5131621,26,43.0,0
C2875031,27,50.0,0
C4334217,27,8.2,0
C6138419,27,45.0,0
C4471152,27,120.0,0
C6622452,26,100.0,0
C7239065,25,95.0,0
C4529636,25,22.0,0
C5826924,25,50.0,0
C8328138,26,15.0,0
C8422455,25,100.0,0
C7499292,27,116.0,0
C3138943,30,24.0,0
C2213128,49,100.0,0
C7419478,49,60.0,0
C3637074,49,177.0,0
C4886445,49,171.0,0
C6228278,49,103.65,0
C3028932,74,1.0,0
C1729579,74,1.0,0
C1037634,49,100.0,0
C2581762,49,100.0,0
C1733820,49,80.0,0
C4134023,49,145.61,0
C5581950,74,1.0,0
C6144279,75,1.0,0
C2140179,49,164.0,0
C4623544,49,45.0,0
C8217150,49,25.25,0
C3428380,49,77.0,0
C3934835,49,88.0,0
C6231089,49,100.0,0
C1321977,49,50.0,0
C6434819,49,13.1,0
C1085441,74,1.0,0
C7041068,75,1.0,0
C6740229,71,2.0,0
C2629088,49,23.0,0
C3337258,49,140.0,0
C6024731,49,25.0,0
C7922172,49,50.0,0
C3076879,49,150.0,0
C5229552,49,20.0,0
C2583778,75,1.0,0
C2136620,49,3.2,0
C6634774,49,41.0,0
C5922231,74,1.0,0
C8433221,71,0.75,0
C4731624,49,34.0,0
C8342088,49,40.0,0
C6048355,71,1.0,0
C7637692,49,180.0,0
C8028948,74,1.0,0
C4122843,49,155.0,0
C7314842,49,100.0,0
C5312680,49,109.0,0
C1911642,49,157.0,0
C3315331,49,50.0,0
C2832113,49,100.0,0
C7631389,49,147.0,0
C6493630,49,49.0,0
C7350179,49,55.0,0
C2128947,74,1.0,0
C6723247,74,1.0,0
C5723246,74,1.0,0
C5414047,74,0.16,0
C7618955,49,109.0,0
C8638243,49,100.0,0
C3334929,49,167.0,0
C3229673,49,50.0,0
C5712969,49,100.0,0
C5481960,75,1.0,0
C5799792,71,3.0,0
C2710511,49,49.0,0
C5427743,49,50.0,0
C2730223,75,1.0,0
C5014982,49,100.0,0
C8737418,49,63.0,0
C4029868,49,10.0,0
C2827811,49,100.0,0
C4981962,74,1.0,0
C5211092,49,50.0,0
C1837431,75,0.9,0
C2830338,71,1.0,0
C3718677,49,180.0,0
C4686716,49,100.0,0
C1125740,49,8.74,0
C1177447,49,1.0,0
C5618054,49,100.0,0
C4484384,49,66.0,0
C4238749,49,14.0,0
C6722552,49,100.0,0
C8141151,49,24.0,0
C8015839,49,20.0,0
C2737826,49,135.0,0
C7316511,49,0.62,0
C8889014,49,45.0,0
C6835713,49,25.0,0
C7352489,49,100.0,0
C3578350,49,135.7,0
C9081935,74,1.0,0
C1330642,49,155.0,0
C7314920,49,100.0,0
C2143074,49,100.0,0
C7529312,49,30.0,0
C3012869,49,31.0,0
C7339253,49,87.0,0
C5131889,49,50.0,0
C1734534,49,1.0,0
C1111673,49,14.0,0
C3117691,49,75.0,0
C7797461,49,40.6,0
C6428847,78,0.13,0
C3434671,49,171.48,0
C8710360,49,50.0,0
C3315082,49,100.0,0
C3511470,49,129.0,0
C1852726,49,65.0,0
C1116935,49,40.0,0
C6628920,74,1.0,0
C5226157,49,100.0,0
C7824364,49,95.0,0
C5542580,72,0.95,0
C8828068,49,121.0,0
C5417849,49,30.0,0
C5541690,49,77.0,0
C2428683,49,97.0,0
C7723214,74,1.0,0
C6514831,49,146.0,0
C6828380,49,30.0,0
C5134469,74,1.0,0
C2222129,74,1.0,0
C6518723,49,50.0,0
C7736641,49,60.0,0
C9020387,49,100.0,0
C4825040,71,2.37,0
C6226354,49,57.0,0
C8523287,74,1.0,0
C5021549,74,1.0,0
C7827018,75,1.12,0
C3018816,49,70.0,0
C7961262,49,10.0,0
C4315065,49,25.0,0
C2712344,49,50.0,0
C1398150,49,12.52,0
C8034411,49,117.0,0
C1040567,71,1.0,0
C2716155,71,1.0,0
C8010445,49,49.0,0
C6940772,49,100.0,0
C7536423,49,98.0,0
C7538030,49,1.0,0
C2823278,74,1.0,0
C2225229,49,12.0,0
C2133188,71,3.0,0
C1024046,49,58.0,0
C2719784,49,50.0,0
C6688227,49,20.0,0
C7028958,74,1.0,0
C7819251,75,1.0,0
C8033560,49,100.0,0
C8826977,71,1.0,0
C9099811,49,27.0,0
C1716457,49,32.0,0
C5231224,65,20.0,0
C6222650,65,20.0,0
C7025617,65,20.0,0
C1511612,65,7.0,0
C5821521,65,9.0,0
C3319656,68,5.0,0
C4236137,65,5.0,0
C2125187,73,1.0,0
C6351144,68,1.0,0
C4033442,65,1.0,0
C7721347,65,20.0,0
C7813023,65,1.0,0
C2448648,66,11.0,0
C6916567,65,4.0,0
C1435588,65,13.0,0
C1898655,68,10.0,0
C2027430,65,19.0,0
C8855841,72,1.0,0
C7110736,69,6.5,0
C2836086,65,20.0,0
C1434124,69,1.0,0
C4710956,70,2.0,0
C2039937,70,6.0,0
C6324145,65,15.0,0
C7519758,65,8.0,0
C2764326,66,10.0,0
C6431070,66,10.0,0
C7452484,73,1.0,0
C8023487,68,8.0,0
C3416343,69,5.0,0
C4337746,68,7.0,0
C6633140,65,10.0,0
C7710650,68,10.0,0
C5420480,73,1.0,0
C3933666,68,10.24,0
C2725257,68,5.0,0
C4536658,69,2.0,0
C7837286,69,1.0,0
C7830567,65,16.0,0
C1377442,65,20.0,0
C8341248,73,2.0,0
C2423665,73,2.6,0
C2927139,68,4.28,0
C7939662,68,5.99,0
C5891467,65,1.0,0
C3237767,66,17.0,0
C5998284,73,1.0,0
C8329333,70,1.0,0
C3834266,65,20.0,0
C6729228,65,11.0,0
C1810714,69,2.0,0
C2210988,69,0.95,0
C1334671,65,12.0,0
C5741558,68,1.0,0
C7929242,65,20.3,0
C6166869,72,1.3,0
C1811655,68,10.31,0
C2818848,65,20.0,0
C3931282,73,1.0,0
C8933683,68,10.24,0
C8439032,68,1.0,0
C2715920,69,1.0,0
C2141081,66,1.0,0
C7357317,65,12.1,0
C4635855,73,1.0,0
C3527065,73,1.0,0
C7914278,73,1.0,0
C2226715,68,10.0,0
C6634211,68,5.0,0
C3511730,70,1.0,0
C8419525,65,2.0,0
C6720957,69,5.0,0
C5625485,70,4.0,0
C1027539,68,10.0,0
C1398282,73,1.0,0
C6530088,70,6.0,0
C7239831,70,3.0,0
C8158735,65,20.0,0
C2941026,66,15.0,0
C5898290,73,1.0,0
C1240365,70,2.0,0
C5541978,70,1.0,0
C2513925,65,1.0,0
C3321529,66,17.0,0
C4935587,65,1.01,0
C4329592,65,12.0,0
C1242381,65,10.0,0
C6728215,65,9.0,0
C3010824,65,16.37,0
C8613881,66,5.0,0
C3733152,68,10.0,0
C6641254,68,10.0,0
C2239137,68,10.0,0
C4210542,68,10.0,0
C5414073,70,2.36,0
C8852490,65,1.0,0
C7913584,73,1.0,0
C6795192,68,8.0,0
C1612464,68,4.0,0
C6813381,70,1.0,0
C6537234,66,10.0,0
C2781160,65,19.0,0
C7037326,66,10.0,0
C5940552,67,6.0,0
C6520992,62,27.0,0
C2825889,62,5.37,0
C8240326,62,25.0,0
C8622784,62,40.0,0
C5479332,63,1.0,0
C6526343,63,10.0,0
C7730634,64,5.0,0
C5311472,64,4.85,0
C8924779,64,15.0,0
C1419739,59,10.0,0
C2810587,64,12.99,0
C4631637,59,47.0,0
C2614238,59,48.0,0
C3727439,60,33.0,0
C5115340,59,40.0,0
C8830747,60,23.0,0
C4519159,60,45.53,0
C4617748,61,10.0,0
C7922936,60,47.0,0
C6384813,60,16.0,0
C6431090,61,50.0,0
C3248838,60,2.0,0
C8519720,60,51.0,0
C5324971,60,40.0,0
C1027985,60,31.0,0
C7649131,59,50.0,0
C6734276,61,44.0,0
C7821585,60,39.0,0
C4142226,60,9.61,0
C4121683,60,30.0,0
C5478065,62,4.0,0
C4329621,62,30.0,0
C3234750,62,35.0,0
C4524872,62,40.0,0
C2629440,62,10.0,0
C1269686,62,40.0,0
C6222059,63,25.0,0
C2440729,63,10.0,0
C6017282,63,30.0,0
C4539814,63,30.0,0
C2360213,59,17.0,0
C6210020,59,25.0,0
C3527648,64,27.0,0
C1030870,59,25.0,0
C2421912,59,60.0,0
C8946892,64,18.0,0
C1717918,59,26.0,0
C3718364,59,18.0,0
C3626778,60,17.46,0
C3242621,61,50.0,0
C6626611,61,45.0,0
C1434047,61,30.0,0
C2535332,59,30.0,0
C5735075,61,28.0,0
C8235312,60,30.0,0
C3856117,61,25.0,0
C4612255,61,30.0,0
C3337742,59,64.75,0
C2439328,67,12.0,0
C1133848,62,22.19,0
C4535723,62,30.0,0
C2468424,62,29.0,0
C4797881,62,20.0,0
C4238474,62,40.0,0
C4731286,62,20.0,0
C6735351,62,31.0,0
C1231922,62,23.0,0
C3739130,63,15.0,0
C1222082,63,10.0,0
C5239289,63,30.0,0
C3132257,64,1.0,0
C4812979,63,10.0,0
C1811011,64,20.0,0
C5218336,64,1.0,0
C8442770,64,1.0,0
C7031952,59,50.0,0
C2288264,59,20.0,0
C2814678,60,49.0,0
C5645978,60,60.0,0
C2959513,60,44.98,0
C5227815,59,61.0,0
C6438155,59,25.0,0
C5825645,60,23.0,0
C4013752,60,30.0,0
C3829457,60,10.0,0
C8582867,60,20.0,0
C1524340,59,39.0,0
C3791659,56,100.0,0
C5433511,66,10.0,0
C5739758,67,8.81,0
C5233033,62,27.0,0
C8339249,62,36.0,0
C7517036,63,20.0,0
C5015738,62,1.0,0
C8440575,63,7.88,0
C1412415,64,17.0,0
C1320468,64,15.0,0
C2838376,59,54.0,0
C4239482,59,30.0,0
C7341179,64,1.99,0
C7733613,64,1.0,0
C7532223,59,25.0,0
C5466652,64,20.0,0
C1022926,59,1.0,0
C4642280,60,1.0,0
C2455748,59,20.0,0
C1292770,59,24.0,0
C5525357,60,10.0,0
C5932831,59,10.0,0
C5228058,60,30.0,0
C8440326,59,50.0,0
C1638825,60,64.0,0
C7615474,60,25.0,0
C6316683,59,10.0,0
C5719968,60,13.0,0
C6441078,60,30.0,0
C3753323,56,20.0,0
C7534522,66,1.0,0
C6937511,66,1.11,0
C2710528,67,1.0,0
C8218636,62,30.0,0
C7127428,63,30.0,0
C6845872,63,23.0,0
C2934346,59,49.0,0
C8143636,59,38.0,0
C5429213,59,18.0,0
C3716520,59,50.0,0
C1310542,59,75.0,0
C7878972,60,10.0,0
C4626165,60,50.0,0
C6737978,61,10.0,0
C7841687,66,1.0,0
C4691983,66,10.0,0
C8828489,67,10.0,0
C3359314,67,1.0,0
C7620865,62,30.0,0
C3040882,62,30.0,0
C3592987,62,10.0,0
C1335515,62,10.0,0
C5233347,62,41.0,0
C5414158,63,30.0,0
C5568370,63,30.0,0
C5660889,63,3.45,0
C5579582,63,10.0,0
C4293881,63,1.0,0
C6741656,64,10.0,0
C8193987,59,43.0,0
C6575725,59,50.0,0
C5439518,59,74.32,0
C6642982,61,31.0,0
C7414047,61,30.0,0
C7916524,59,1.0,0
C4131885,61,42.0,0
C2734256,61,45.0,0
C7110379,60,46.0,0
C7129367,60,50.0,0
C3046258,60,26.0,0
C2221880,66,9.18,0
C3316257,67,1.0,0
C5714237,62,20.0,0
C5034355,62,38.0,0
C6733087,62,10.0,0
C7926360,62,19.0,0
C1639363,62,30.0,0
C5234222,63,20.0,0
C3955473,63,10.0,0
C6349954,62,20.0,0
C1712884,63,30.0,0
C7351979,63,33.0,0
C2440930,64,25.0,0
C6485570,63,18.0,0
C2024457,64,25.0,0
C1233229,64,25.0,0
C8970680,59,30.0,0
C7683124,59,67.0,0
C2222465,59,50.0,0
C8426651,59,23.0,0
C6390223,59,55.0,0
C7030321,59,10.0,0
C5140020,60,58.0,0
C5232645,59,50.0,0
C3219172,60,39.99,0
C2632146,60,50.0,0
C3810643,60,50.0,0
